match_id,innings,bowler,balls,runs_conceded,wickets,dot_balls,pp_balls,mid_balls,death_balls,overs,economy
1304078,2,Arshdeep Singh,6,17,0,1,9,0,0,1.0,17.0
1304078,2,K Rabada,18,35,0,5,13,6,0,3.0,11.666666666666666
1304078,2,NT Ellis,12,15,0,5,7,7,0,2.0,7.5
1304078,2,RD Chahar,15,21,1,4,0,15,0,2.5,8.4
1304078,2,VG Arora,12,31,0,2,12,0,0,2.0,15.5
1304079,1,D Pretorius,12,17,0,4,0,6,6,2.0,8.5
1304079,1,DJ Bravo,24,38,2,7,0,13,13,4.0,9.5
1304079,1,M Theekshana,24,35,1,4,12,6,6,4.0,8.75
1304079,1,MJ Santner,18,16,1,9,6,12,0,3.0,5.333333333333333
1304079,1,Mukesh Choudhary,18,19,3,12,19,0,0,3.0,6.333333333333333
1304079,1,RA Jadeja,24,30,0,8,0,24,0,4.0,7.5
1304079,2,DR Sams,24,30,4,12,13,12,0,4.0,7.5
1304079,2,HR Shokeen,24,23,0,11,0,25,0,4.0,5.75
1304079,2,JD Unadkat,24,48,2,5,6,7,12,4.0,12.0
1304079,2,JJ Bumrah,24,30,0,8,13,0,13,4.0,7.5
1304079,2,RP Meredith,24,25,1,14,6,20,0,4.0,6.25
1304080,1,AR Patel,12,21,0,5,0,12,0,2.0,10.5
1304080,1,KK Ahmed,24,47,1,12,12,6,7,4.0,11.75
1304080,1,Kuldeep Yadav,18,40,0,3,0,19,0,3.0,13.333333333333334
1304080,1,Lalit Yadav,24,41,0,7,12,12,0,4.0,10.25
1304080,1,Mustafizur Rahman,24,43,1,6,6,6,12,4.0,10.75
1304080,1,SN Thakur,18,30,0,7,6,6,8,3.0,10.0
1304080,2,M Prasidh Krishna,24,22,3,14,12,6,6,4.0,5.5
1304080,2,OC McCoy,18,56,1,5,6,9,6,3.0,18.666666666666668
1304080,2,R Ashwin,24,32,2,4,6,19,0,4.0,8.0
1304080,2,R Parag,6,22,0,0,0,8,0,1.0,22.0
1304080,2,TA Boult,24,47,0,10,12,6,7,4.0,11.75
1304080,2,YS Chahal,24,28,1,8,0,18,7,4.0,7.0
1304081,1,AD Russell,6,5,4,4,0,0,6,1.0,5.0
1304081,1,CV Varun,18,26,0,5,0,20,0,3.0,8.666666666666666
1304081,1,SP Narine,24,31,0,7,6,18,0,4.0,7.75
1304081,1,Shivam Mavi,24,36,1,6,6,7,14,4.0,9.0
1304081,1,TG Southee,24,26,3,9,14,6,6,4.0,6.5
1304081,1,UT Yadav,24,32,1,9,12,12,0,4.0,8.0
1304081,2,AS Joseph,24,31,1,12,13,6,6,4.0,7.75
1304081,2,LH Ferguson,24,33,1,13,6,13,6,4.0,8.25
1304081,2,Mohammed Shami,24,20,2,16,13,6,6,4.0,5.0
1304081,2,Rashid Khan,24,22,2,11,0,24,0,4.0,5.5
1304081,2,Yash Dayal,24,42,2,10,6,15,6,4.0,10.5
1304082,1,B Kumar,13,8,1,8,12,0,1,2.1666666666666665,3.6923076923076925
1304082,1,J Suchith,18,12,2,12,0,20,0,3.0,4.0
1304082,1,M Jansen,24,25,3,14,21,6,0,4.0,6.25
1304082,1,T Natarajan,18,10,3,13,7,12,0,3.0,3.3333333333333335
1304082,1,Umran Malik,24,13,1,19,0,26,0,4.0,3.25
1304082,2,HV Patel,12,18,1,5,6,6,0,2.0,9.0
1304082,2,JR Hazlewood,18,32,0,6,18,0,0,3.0,10.666666666666666
1304082,2,Mohammed Siraj,12,15,0,6,13,0,0,2.0,7.5
1304082,2,PWH de Silva,6,7,0,2,0,6,0,1.0,7.0
1304083,1,DR Sams,24,40,1,9,12,16,0,4.0,10.0
1304083,1,HR Shokeen,12,11,0,5,6,6,0,2.0,5.5
1304083,1,JD Unadkat,24,36,0,5,6,12,6,4.0,9.0
1304083,1,JJ Bumrah,24,31,1,9,6,6,12,4.0,7.75
1304083,1,KA Pollard,12,8,2,5,0,12,0,2.0,4.0
1304083,1,RP Meredith,24,42,2,8,6,13,6,4.0,10.5
1304083,2,A Badoni,6,6,1,1,0,6,0,1.0,6.0
1304083,2,JO Holder,24,36,1,8,12,7,7,4.0,9.0
1304083,2,KH Pandya,24,19,3,10,6,12,7,4.0,4.75
1304083,2,Mohsin Khan,24,27,1,11,8,12,6,4.0,6.75
1304083,2,PVD Chameera,24,16,0,13,12,7,7,4.0,4.0
1304083,2,Ravi Bishnoi,18,28,1,7,0,19,0,3.0,9.333333333333334
1304084,1,D Pretorius,24,50,0,4,0,20,6,4.0,12.5
1304084,1,DJ Bravo,24,42,2,5,0,14,14,4.0,10.5
1304084,1,M Theekshana,24,32,1,6,13,13,0,4.0,8.0
1304084,1,MJ Santner,12,9,0,6,12,0,0,2.0,4.5
1304084,1,Mukesh Choudhary,24,36,0,6,13,8,6,4.0,9.0
1304084,1,RA Jadeja,12,18,0,1,0,14,0,2.0,9.0
1304084,2,Arshdeep Singh,24,24,1,8,7,6,12,4.0,6.0
1304084,2,K Rabada,24,24,2,12,12,6,6,4.0,6.0
1304084,2,LS Livingstone,6,12,0,2,0,6,0,1.0,12.0
1304084,2,R Dhawan,24,43,2,9,7,12,7,4.0,10.75
1304084,2,RD Chahar,18,31,0,3,0,19,0,3.0,10.333333333333334
1304084,2,Sandeep Sharma,24,42,1,10,13,13,0,4.0,10.5
1304085,1,GJ Maxwell,6,4,0,2,0,6,0,1.0,4.0
1304085,1,HV Patel,24,33,1,6,0,12,12,4.0,8.25
1304085,1,JR Hazlewood,24,19,2,16,12,6,6,4.0,4.75
1304085,1,Mohammed Siraj,24,30,2,12,12,6,6,4.0,7.5
1304085,1,PWH de Silva,24,23,2,11,6,19,0,4.0,5.75
1304085,1,Shahbaz Ahmed,18,35,0,4,7,13,0,3.0,11.666666666666666
1304085,2,DJ Mitchell,6,7,0,1,0,7,0,1.0,7.0
1304085,2,KR Sen,21,20,4,11,0,12,9,3.5,5.714285714285714
1304085,2,M Prasidh Krishna,24,23,2,16,13,8,6,4.0,5.75
1304085,2,R Ashwin,24,17,3,14,6,19,0,4.0,4.25
1304085,2,TA Boult,18,22,0,8,18,0,0,3.0,7.333333333333333
1304085,2,YS Chahal,24,26,0,12,0,18,7,4.0,6.5
1304086,1,AS Joseph,24,35,1,8,6,12,7,4.0,8.75
1304086,1,LH Ferguson,24,52,0,6,0,20,6,4.0,13.0
1304086,1,Mohammed Shami,24,39,3,14,20,0,6,4.0,9.75
1304086,1,Rashid Khan,24,45,0,2,0,24,0,4.0,11.25
1304086,1,Yash Dayal,24,24,1,8,13,6,6,4.0,6.0
1304086,2,B Kumar,24,33,0,7,12,6,6,4.0,8.25
1304086,2,M Jansen,24,63,0,4,13,7,6,4.0,15.75
1304086,2,T Natarajan,24,43,0,7,12,0,13,4.0,10.75
1304086,2,Umran Malik,24,26,5,11,0,25,0,4.0,6.5
1304086,2,Washington Sundar,24,34,0,4,0,25,0,4.0,8.5
1304087,1,AR Patel,24,28,1,5,6,18,0,4.0,7.0
1304087,1,C Sakariya,18,20,1,5,12,6,0,3.0,6.666666666666667
1304087,1,Kuldeep Yadav,18,15,4,7,0,18,0,3.0,5.0
1304087,1,Lalit Yadav,18,32,0,3,0,12,7,3.0,10.666666666666666
1304087,1,Mustafizur Rahman,24,19,3,13,13,0,12,4.0,4.75
1304087,1,SN Thakur,18,32,0,2,6,7,7,3.0,10.666666666666666
1304087,2,AD Russell,6,14,0,1,0,6,0,1.0,14.0
1304087,2,Harshit Rana,18,24,1,8,6,13,0,3.0,8.0
1304087,2,N Rana,6,14,0,1,0,6,0,1.0,14.0
1304087,2,SP Narine,24,19,1,13,7,18,0,4.0,4.75
1304087,2,SS Iyer,6,7,0,4,0,0,6,1.0,7.0
1304087,2,TG Southee,24,32,0,5,12,6,7,4.0,8.0
1304087,2,UT Yadav,24,26,3,11,12,12,0,4.0,6.5
1304087,2,VR Iyer,6,14,0,0,0,0,6,1.0,14.0
1304088,1,Arshdeep Singh,24,27,0,7,6,6,12,4.0,6.75
1304088,1,K Rabada,24,38,4,12,13,6,6,4.0,9.5
1304088,1,LS Livingstone,12,23,0,1,0,13,0,2.0,11.5
1304088,1,R Dhawan,12,17,0,5,6,6,0,2.0,8.5
1304088,1,RD Chahar,24,30,2,10,0,18,6,4.0,7.5
1304088,1,Sandeep Sharma,24,18,1,14,12,14,0,4.0,4.5
1304088,2,Avesh Khan,18,27,0,9,6,0,13,3.0,9.0
1304088,2,JO Holder,6,8,0,1,6,0,0,1.0,8.0
1304088,2,KH Pandya,24,12,2,14,0,25,0,4.0,3.0
1304088,2,Mohsin Khan,24,28,3,13,12,7,7,4.0,7.0
1304088,2,PVD Chameera,24,17,2,17,13,6,7,4.0,4.25
1304088,2,Ravi Bishnoi,24,41,1,10,0,27,0,4.0,10.25
1304089,1,AS Joseph,24,44,1,7,6,12,7,4.0,11.0
1304089,1,LH Ferguson,24,37,1,9,0,18,6,4.0,9.25
1304089,1,Mohammed Shami,24,41,1,7,13,6,6,4.0,10.25
1304089,1,PJ Sangwan,24,19,2,12,18,6,0,4.0,4.75
1304089,1,Rashid Khan,24,29,1,4,0,18,6,4.0,7.25
1304089,2,GJ Maxwell,6,10,0,2,6,0,0,1.0,10.0
1304089,2,HV Patel,24,35,0,3,0,12,13,4.0,8.75
1304089,2,JR Hazlewood,21,36,0,5,12,0,10,3.5,10.285714285714286
1304089,2,Mohammed Siraj,24,39,0,10,14,12,0,4.0,9.75
1304089,2,PWH de Silva,24,28,2,9,0,24,0,4.0,7.0
1304089,2,Shahbaz Ahmed,18,26,2,4,6,13,0,3.0,8.666666666666666
1304090,1,DR Sams,24,32,1,10,12,14,0,4.0,8.0
1304090,1,HR Shokeen,18,48,2,8,6,12,0,3.0,16.0
1304090,1,JJ Bumrah,24,27,0,11,13,0,12,4.0,6.75
1304090,1,K Kartikeya,24,19,1,9,0,24,0,4.0,4.75
1304090,1,KA Pollard,6,8,0,1,0,6,0,1.0,8.0
1304090,1,RP Meredith,24,24,2,13,7,7,14,4.0,6.0
1304090,2,DJ Mitchell,6,20,0,0,0,6,0,1.0,20.0
1304090,2,KR Sen,20,30,1,6,0,12,9,3.3333333333333335,9.0
1304090,2,M Prasidh Krishna,24,29,1,11,12,7,6,4.0,7.25
1304090,2,R Ashwin,24,21,1,9,12,12,0,4.0,5.25
1304090,2,TA Boult,18,27,1,8,13,7,0,3.0,9.0
1304090,2,YS Chahal,24,34,1,8,0,18,6,4.0,8.5
1304091,1,AR Patel,24,25,0,9,7,19,0,4.0,6.25
1304091,1,C Sakariya,24,44,0,4,7,12,7,4.0,11.0
1304091,1,Kuldeep Yadav,18,29,0,3,0,18,0,3.0,9.666666666666666
1304091,1,Lalit Yadav,6,16,0,1,6,0,0,1.0,16.0
1304091,1,Mustafizur Rahman,24,37,0,6,12,0,14,4.0,9.25
1304091,1,SN Thakur,24,44,3,6,7,15,8,4.0,11.0
1304091,2,JO Holder,24,45,0,6,6,13,6,4.0,11.25
1304091,2,K Gowtham,12,23,1,3,0,12,0,2.0,11.5
1304091,2,KH Pandya,6,19,0,1,6,0,0,1.0,19.0
1304091,2,MP Stoinis,6,14,0,3,0,0,7,1.0,14.0
1304091,2,Mohsin Khan,24,16,4,15,12,7,6,4.0,4.0
1304091,2,PVD Chameera,24,44,1,6,12,6,6,4.0,11.0
1304091,2,Ravi Bishnoi,24,28,1,10,0,24,0,4.0,7.0
1304092,1,AK Markram,18,36,0,3,0,18,0,3.0,12.0
1304092,1,B Kumar,24,24,0,7,12,6,6,4.0,6.0
1304092,1,M Jansen,24,40,0,10,18,6,0,4.0,10.0
1304092,1,Shashank Singh,6,10,0,0,0,6,0,1.0,10.0
1304092,1,T Natarajan,24,43,2,3,6,7,12,4.0,10.75
1304092,1,Umran Malik,24,49,0,7,0,20,6,4.0,12.25
1304092,2,D Pretorius,24,41,1,4,0,12,13,4.0,10.25
1304092,2,M Theekshana,24,27,0,5,6,18,0,4.0,6.75
1304092,2,MJ Santner,18,36,1,4,6,12,0,3.0,12.0
1304092,2,Mukesh Choudhary,24,46,4,9,12,0,13,4.0,11.5
1304092,2,RA Jadeja,18,15,0,8,0,18,0,3.0,5.0
1304092,2,Simarjeet Singh,12,24,0,4,13,0,0,2.0,12.0
1304093,1,AS Roy,24,28,1,7,12,12,0,4.0,7.0
1304093,1,SP Narine,24,19,0,12,6,18,0,4.0,4.75
1304093,1,Shivam Mavi,24,33,1,7,0,12,14,4.0,8.25
1304093,1,TG Southee,24,48,2,5,0,13,14,4.0,12.0
1304093,1,UT Yadav,24,24,1,17,20,6,0,4.0,6.0
1304093,2,KR Sen,19,28,1,12,7,14,1,3.1666666666666665,8.842105263157896
1304093,2,M Prasidh Krishna,24,37,1,9,12,0,16,4.0,9.25
1304093,2,R Ashwin,24,34,0,5,0,24,0,4.0,8.5
1304093,2,TA Boult,24,25,1,9,20,6,0,4.0,6.25
1304093,2,YS Chahal,24,34,0,3,0,18,6,4.0,8.5
1304094,1,Arshdeep Singh,24,36,1,5,7,6,13,4.0,9.0
1304094,1,K Rabada,24,38,4,11,12,0,15,4.0,9.5
1304094,1,LS Livingstone,15,15,1,5,0,15,0,2.5,6.0
1304094,1,R Dhawan,24,26,1,6,0,27,0,4.0,6.5
1304094,1,RD Chahar,9,11,0,3,0,9,0,1.5,7.333333333333333
1304094,1,Sandeep Sharma,24,17,0,15,19,6,0,4.0,4.25
1304094,2,AS Joseph,18,27,0,4,6,13,0,3.0,9.0
1304094,2,LH Ferguson,18,30,1,8,7,14,0,3.0,10.0
1304094,2,Mohammed Shami,24,43,1,12,18,6,0,4.0,10.75
1304094,2,PJ Sangwan,12,23,0,4,6,6,0,2.0,11.5
1304094,2,Rashid Khan,24,22,0,8,0,24,0,4.0,5.5
1304095,1,D Pretorius,18,42,1,4,0,7,13,3.0,14.0
1304095,1,M Theekshana,24,27,3,8,6,6,12,4.0,6.75
1304095,1,MM Ali,24,29,2,7,0,27,0,4.0,7.25
1304095,1,Mukesh Choudhary,18,30,0,8,19,0,0,3.0,10.0
1304095,1,RA Jadeja,24,24,0,6,0,24,0,4.0,6.0
1304095,1,Simarjeet Singh,12,21,0,6,13,0,0,2.0,10.5
1304095,2,GJ Maxwell,24,22,2,8,0,24,0,4.0,5.5
1304095,2,HV Patel,24,39,3,10,0,12,12,4.0,9.75
1304095,2,JR Hazlewood,24,19,1,10,12,0,12,4.0,4.75
1304095,2,Mohammed Siraj,12,22,0,2,12,0,0,2.0,11.0
1304095,2,PWH de Silva,18,31,1,7,6,12,0,3.0,10.333333333333334
1304095,2,Shahbaz Ahmed,18,27,1,6,6,12,0,3.0,9.0
1304096,1,AK Markram,6,11,0,0,0,6,0,1.0,11.0
1304096,1,B Kumar,24,25,1,14,12,6,6,4.0,6.25
1304096,1,Kartik Tyagi,24,37,0,10,7,12,7,4.0,9.25
1304096,1,S Gopal,18,34,1,7,0,18,0,3.0,11.333333333333334
1304096,1,SA Abbott,24,47,1,7,13,7,7,4.0,11.75
1304096,1,Umran Malik,24,53,0,8,7,13,6,4.0,13.25
1304096,2,A Nortje,24,36,1,10,12,15,0,4.0,9.0
1304096,2,KK Ahmed,24,30,3,14,12,6,6,4.0,7.5
1304096,2,Kuldeep Yadav,24,40,1,10,0,18,6,4.0,10.0
1304096,2,MR Marsh,24,36,1,9,0,19,6,4.0,9.0
1304096,2,SN Thakur,24,44,2,10,13,7,6,4.0,11.0
1304097,1,AS Joseph,24,41,1,9,12,6,6,4.0,10.25
1304097,1,LH Ferguson,24,35,1,11,6,12,7,4.0,8.75
1304097,1,Mohammed Shami,24,42,0,8,13,6,7,4.0,10.5
1304097,1,PJ Sangwan,18,24,1,5,0,20,0,3.0,8.0
1304097,1,R Tewatia,6,11,0,0,0,6,0,1.0,11.0
1304097,1,Rashid Khan,24,24,2,10,6,12,6,4.0,6.0
1304097,2,DR Sams,18,18,0,9,6,6,6,3.0,6.0
1304097,2,JJ Bumrah,24,48,0,7,12,0,12,4.0,12.0
1304097,2,K Kartikeya,18,29,0,4,0,18,0,3.0,9.666666666666666
1304097,2,KA Pollard,12,14,1,3,0,12,0,2.0,7.0
1304097,2,M Ashwin,24,29,2,8,12,12,0,4.0,7.25
1304097,2,RP Meredith,24,34,0,7,7,12,6,4.0,8.5
1304098,1,KR Sen,24,43,0,8,7,13,6,4.0,10.75
1304098,1,M Prasidh Krishna,24,49,1,5,6,6,15,4.0,12.25
1304098,1,R Ashwin,24,32,1,8,7,18,0,4.0,8.0
1304098,1,TA Boult,24,36,0,10,19,6,0,4.0,9.0
1304098,1,YS Chahal,24,29,3,9,0,21,7,4.0,7.25
1304098,2,Arshdeep Singh,24,29,2,8,6,6,13,4.0,7.25
1304098,2,K Rabada,24,50,1,7,12,7,6,4.0,12.5
1304098,2,LS Livingstone,6,6,0,1,0,7,0,1.0,6.0
1304098,2,R Dhawan,18,25,1,5,0,18,0,3.0,8.333333333333334
1304098,2,RD Chahar,22,39,0,5,0,19,5,3.6666666666666665,10.636363636363637
1304098,2,Sandeep Sharma,24,41,0,10,18,7,0,4.0,10.25
1304099,1,AD Russell,18,22,2,2,0,12,7,3.0,7.333333333333333
1304099,1,AS Roy,18,27,0,4,6,12,0,3.0,9.0
1304099,1,Harshit Rana,12,28,0,3,6,6,0,2.0,14.0
1304099,1,SP Narine,24,20,1,12,6,18,0,4.0,5.0
1304099,1,Shivam Mavi,24,50,1,10,6,6,13,4.0,12.5
1304099,1,TG Southee,24,29,1,11,12,6,6,4.0,7.25
1304099,2,Avesh Khan,18,19,3,11,7,13,0,3.0,6.333333333333333
1304099,2,JO Holder,15,31,3,4,6,9,0,2.5,12.4
1304099,2,Mohsin Khan,18,7,1,14,12,6,0,3.0,2.3333333333333335
1304099,2,PVD Chameera,18,14,1,11,12,6,0,3.0,4.666666666666667
1304099,2,Ravi Bishnoi,18,30,1,8,0,18,0,3.0,10.0
1304100,1,Abhishek Sharma,12,13,0,2,0,12,0,2.0,6.5
1304100,1,B Kumar,24,35,0,6,12,6,6,4.0,8.75
1304100,1,Fazalhaq Farooqi,24,47,0,6,6,6,12,4.0,11.75
1304100,1,J Suchith,24,30,2,12,14,12,0,4.0,7.5
1304100,1,Kartik Tyagi,24,42,1,10,7,14,7,4.0,10.5
1304100,1,Umran Malik,12,25,0,4,0,12,0,2.0,12.5
1304100,2,GJ Maxwell,12,13,1,7,12,0,0,2.0,6.5
1304100,2,HV Patel,20,21,1,8,0,12,9,3.3333333333333335,6.3
1304100,2,JR Hazlewood,24,17,2,13,12,6,6,4.0,4.25
1304100,2,MK Lomror,6,7,0,2,0,6,0,1.0,7.0
1304100,2,Mohammed Siraj,18,28,0,6,6,13,0,3.0,9.333333333333334
1304100,2,PWH de Silva,24,19,5,13,0,18,6,4.0,4.75
1304100,2,Shahbaz Ahmed,12,20,0,3,6,8,0,2.0,10.0
1304101,1,A Nortje,24,42,3,6,7,12,6,4.0,10.5
1304101,1,AR Patel,18,23,0,5,6,12,0,3.0,7.666666666666667
1304101,1,KK Ahmed,24,28,2,10,13,0,14,4.0,7.0
1304101,1,Kuldeep Yadav,18,43,0,4,0,20,0,3.0,14.333333333333334
1304101,1,MR Marsh,18,34,1,3,0,14,7,3.0,11.333333333333334
1304101,1,SN Thakur,18,38,0,5,13,7,0,3.0,12.666666666666666
1304101,2,DJ Bravo,16,25,2,5,0,13,4,2.6666666666666665,9.375
1304101,2,M Theekshana,24,30,1,12,6,12,6,4.0,7.5
1304101,2,MM Ali,24,13,3,16,0,24,0,4.0,3.25
1304101,2,Mukesh Choudhary,18,22,2,10,12,6,0,3.0,7.333333333333333
1304101,2,Simarjeet Singh,24,27,2,13,18,7,0,4.0,6.75
1304102,1,DR Sams,24,26,1,13,13,7,7,4.0,6.5
1304102,1,JJ Bumrah,24,10,5,18,6,6,12,4.0,2.5
1304102,1,K Kartikeya,18,32,2,8,6,12,0,3.0,10.666666666666666
1304102,1,KA Pollard,12,26,0,3,0,13,0,2.0,13.0
1304102,1,M Ashwin,24,35,1,10,7,18,0,4.0,8.75
1304102,1,RP Meredith,18,36,0,5,7,6,6,3.0,12.0
1304102,2,AD Russell,15,22,2,6,6,6,3,2.5,8.8
1304102,2,CV Varun,18,23,1,5,0,18,0,3.0,7.666666666666667
1304102,2,PJ Cummins,24,26,3,10,12,6,7,4.0,6.5
1304102,2,SP Narine,24,22,0,8,7,18,0,4.0,5.5
1304102,2,TG Southee,18,12,1,11,12,6,0,3.0,4.0
1304102,2,VR Iyer,6,8,0,1,0,6,0,1.0,8.0
1304103,1,Avesh Khan,24,26,2,8,6,13,6,4.0,6.5
1304103,1,JO Holder,24,42,1,4,0,19,8,4.0,10.5
1304103,1,KH Pandya,24,24,0,5,0,24,0,4.0,6.0
1304103,1,Mohsin Khan,24,18,1,10,12,6,6,4.0,4.5
1304103,1,PVD Chameera,24,34,0,10,18,0,8,4.0,8.5
1304103,2,AS Joseph,12,14,0,4,0,12,0,2.0,7.0
1304103,2,HH Pandya,6,8,0,2,6,0,0,1.0,8.0
1304103,2,Mohammed Shami,18,5,1,14,19,0,0,3.0,1.6666666666666667
1304103,2,R Sai Kishore,12,7,2,5,0,12,0,2.0,3.5
1304103,2,Rashid Khan,23,24,4,11,0,25,0,3.8333333333333335,6.260869565217391
1304103,2,Yash Dayal,12,24,2,5,12,0,0,2.0,12.0
1304104,1,A Nortje,24,39,2,8,12,0,13,4.0,9.75
1304104,1,AR Patel,12,25,0,5,6,6,0,2.0,12.5
1304104,1,C Sakariya,24,23,2,9,14,6,7,4.0,5.75
1304104,1,Kuldeep Yadav,18,20,0,3,0,18,0,3.0,6.666666666666667
1304104,1,MR Marsh,18,25,2,5,0,18,0,3.0,8.333333333333334
1304104,1,SN Thakur,24,28,0,11,6,12,7,4.0,7.0
1304104,2,KR Sen,19,33,0,5,0,18,1,3.1666666666666665,10.421052631578949
1304104,2,M Prasidh Krishna,18,20,0,11,12,6,0,3.0,6.666666666666667
1304104,2,R Ashwin,24,33,0,6,6,20,0,4.0,8.25
1304104,2,TA Boult,24,32,1,11,20,0,6,4.0,8.0
1304104,2,YS Chahal,24,43,1,6,0,19,6,4.0,10.75
1304105,1,DR Sams,24,16,3,18,23,7,0,4.0,4.0
1304105,1,HR Shokeen,12,14,0,6,0,13,0,2.0,7.0
1304105,1,JJ Bumrah,18,12,1,13,12,6,0,3.0,4.0
1304105,1,K Kartikeya,18,23,2,8,0,18,0,3.0,7.666666666666667
1304105,1,RP Meredith,18,27,2,11,6,13,0,3.0,9.0
1304105,1,Ramandeep Singh,6,5,1,4,0,6,0,1.0,5.0
1304105,2,DJ Bravo,12,16,0,3,0,13,0,2.0,8.0
1304105,2,M Theekshana,18,24,0,5,0,18,0,3.0,8.0
1304105,2,MM Ali,11,17,1,4,0,11,0,1.8333333333333333,9.272727272727273
1304105,2,Mukesh Choudhary,24,24,3,16,20,7,0,4.0,6.0
1304105,2,Simarjeet Singh,24,22,1,16,19,6,0,4.0,5.5
1304106,1,GJ Maxwell,12,18,1,5,12,0,0,2.0,9.0
1304106,1,HV Patel,24,36,4,8,0,12,13,4.0,9.0
1304106,1,JR Hazlewood,24,64,0,5,13,6,7,4.0,16.0
1304106,1,Mohammed Siraj,12,36,0,3,13,0,0,2.0,18.0
1304106,1,PWH de Silva,24,15,2,12,0,18,6,4.0,3.75
1304106,1,Shahbaz Ahmed,24,40,1,5,0,24,0,4.0,10.0
1304106,2,Arshdeep Singh,24,27,1,9,7,6,12,4.0,6.75
1304106,2,Harpreet Brar,24,34,1,11,13,13,0,4.0,8.5
1304106,2,K Rabada,24,21,3,15,13,7,6,4.0,5.25
1304106,2,R Dhawan,24,36,2,4,6,18,0,4.0,9.0
1304106,2,RD Chahar,24,37,2,10,0,20,7,4.0,9.25
1304107,1,B Kumar,24,29,1,11,14,0,15,4.0,7.25
1304107,1,M Jansen,24,31,1,10,18,6,0,4.0,7.75
1304107,1,T Natarajan,24,44,1,6,6,13,6,4.0,11.0
1304107,1,Umran Malik,24,33,3,10,0,26,0,4.0,8.25
1304107,1,Washington Sundar,24,40,0,8,0,18,6,4.0,10.0
1304107,2,AD Russell,24,22,3,14,7,6,13,4.0,5.5
1304107,2,CV Varun,24,25,1,13,0,25,0,4.0,6.25
1304107,2,SP Narine,24,34,1,6,6,18,0,4.0,8.5
1304107,2,TG Southee,24,23,2,9,6,6,12,4.0,5.75
1304107,2,UT Yadav,24,19,1,13,18,6,0,4.0,4.75
1304108,1,AS Joseph,18,16,1,9,0,12,6,3.0,5.333333333333333
1304108,1,HH Pandya,12,8,0,5,13,0,0,2.0,4.0
1304108,1,Mohammed Shami,24,19,2,9,12,6,6,4.0,4.75
1304108,1,R Sai Kishore,24,32,1,7,0,25,0,4.0,8.0
1304108,1,Rashid Khan,24,31,1,6,6,12,6,4.0,7.75
1304108,1,Yash Dayal,18,27,0,6,6,6,9,3.0,9.0
1304108,2,M Pathirana,19,26,2,6,0,14,8,3.1666666666666665,8.210526315789474
1304108,2,MJ Santner,24,28,0,10,12,12,0,4.0,7.0
1304108,2,MM Ali,12,11,1,4,0,12,0,2.0,5.5
1304108,2,Mukesh Choudhary,18,28,0,5,12,0,6,3.0,9.333333333333334
1304108,2,PH Solanki,24,18,0,6,0,18,6,4.0,4.5
1304108,2,Simarjeet Singh,18,26,0,8,13,6,0,3.0,8.666666666666666
1304109,1,A Badoni,6,6,1,2,0,6,0,1.0,6.0
1304109,1,Avesh Khan,18,20,1,9,12,0,6,3.0,6.666666666666667
1304109,1,JO Holder,12,12,1,3,0,12,0,2.0,6.0
1304109,1,KH Pandya,12,16,0,4,0,12,0,2.0,8.0
1304109,1,MP Stoinis,6,15,0,2,0,6,0,1.0,15.0
1304109,1,Mohsin Khan,24,43,0,9,13,0,12,4.0,10.75
1304109,1,PVD Chameera,18,35,0,7,13,6,0,3.0,11.666666666666666
1304109,1,Ravi Bishnoi,24,31,2,9,0,18,7,4.0,7.75
1304109,2,M Prasidh Krishna,24,33,2,13,19,0,7,4.0,8.25
1304109,2,OC McCoy,24,36,2,6,0,12,16,4.0,9.0
1304109,2,R Ashwin,24,24,1,7,0,25,0,4.0,6.0
1304109,2,TA Boult,24,19,2,13,18,6,0,4.0,4.75
1304109,2,YS Chahal,24,42,1,6,0,19,6,4.0,10.5
1304110,1,Arshdeep Singh,24,42,3,5,7,6,12,4.0,10.5
1304110,1,Harpreet Brar,18,30,0,5,6,6,6,3.0,10.0
1304110,1,K Rabada,18,24,1,8,12,0,6,3.0,8.0
1304110,1,LS Livingstone,24,27,3,8,6,20,0,4.0,6.75
1304110,1,R Dhawan,12,17,0,2,6,6,0,2.0,8.5
1304110,1,RD Chahar,24,19,0,14,0,24,0,4.0,4.75
1304110,2,A Nortje,24,29,1,11,13,7,6,4.0,7.25
1304110,2,AR Patel,24,14,2,14,0,24,0,4.0,3.5
1304110,2,KK Ahmed,24,43,0,8,12,6,6,4.0,10.75
1304110,2,Kuldeep Yadav,18,14,2,9,0,18,0,3.0,4.666666666666667
1304110,2,Lalit Yadav,6,6,0,4,7,0,0,1.0,6.0
1304110,2,SN Thakur,24,36,4,10,6,6,15,4.0,9.0
1304111,1,DR Sams,24,43,1,7,18,6,0,4.0,10.75
1304111,1,JJ Bumrah,24,32,1,11,6,12,6,4.0,8.0
1304111,1,M Markande,18,31,0,2,0,18,0,3.0,10.333333333333334
1304111,1,R Sanjay Yadav,12,23,0,6,6,8,0,2.0,11.5
1304111,1,RP Meredith,24,44,1,6,6,6,14,4.0,11.0
1304111,1,Ramandeep Singh,18,20,3,5,0,13,6,3.0,6.666666666666667
1304111,2,Abhishek Sharma,6,11,0,0,0,6,0,1.0,11.0
1304111,2,B Kumar,24,26,1,12,12,0,12,4.0,6.5
